siteid,fluxnetid,keyid,sitename,countryid,land_unit,status,latitude,longitude,year_began,network1,network2,network3,koeppen_climate,gtopo30_elevation,igbp_land_use,umd_land_cover,lai_fpar,npp_land_cover,plant_functional_type,network1_id
4225,TH-Cgs,(null),Rubber Flux Chachoengsao,Thailand,Asia,Active,13.665556,101.441389,2006,AsiaFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Cropland/Natural Vegetation Mosaic,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,2
4226,TH-Kog,(null),Kog-Ma Watershed,Thailand,Asia,Active,18.8,98.9,1997,AsiaFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,2
4227,TH-Moh,(null),Mae Moh plantation,Thailand,Asia,Active,18.422942,99.718037,2000,AsiaFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Woody Savannas,Woody Savannas,Savannah,Deciduous Broadleaf Vegetation,Shrub,2
4228,TH-Rtc,(null),Dry Dipterocarp Forest Flux Ratchaburi,Thailand,Asia,Active,13.583333,99.5,2008,AsiaFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Cropland/Natural Vegetation Mosaic,Woody Savannas,Savannah,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,2
4229,TW-LHC,(null),The Lien-Hua-Chih Hydrometeorological Study Site,Taiwan,Asia,Active,23.930967,120.89415,2005,AsiaFlux,(null),(null),Cwb - Warm temperate with dry winter and warm summer,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,2
4230,VN-NCT,(null),Nam Cat Tien Forest,Vietnam,Asia,Active,11.457145,107.402916,2011,AsiaFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,2
4231,DE-RbW,(null),Rottenbuch West,Germany,Europe,Active,47.72991,10.96898,2011,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Cropland/Natural Vegetation Mosaic,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,40
4232,ES-LM1,(null),Majadas del Tietar North,Spain,Europe,Active,39.94269,-5.778683,2014,European Unaffiliated,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),Savannas,Savannas,Savannah,Annual Grass Vegetation,Grass,40
4233,ES-LM2,(null),Majadas del Tietar South,Spain,Europe,Active,39.94269,-5.778683,2014,European Unaffiliated,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,40
4234,FI-Kvr,(null),Kuivajärvi,Finland,Europe,Active,61.84667,24.28028,2009,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,(null),Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
4235,FR-MsS,(null),Montiers sur Saulx,France,Europe,Active,48.53816,5.31187,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
4236,FR-OnV,(null),Osne-le-Val,France,Europe,Active,48.50846,5.213463,2013,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4237,IT-BFt,(null),Bosco Fontana,Italy,Europe,Active,45.202225,10.742714,2012,European Unaffiliated,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
4238,RU-Ch2,(null),Chersky reference,Russia,Asia,Active,68.61689,161.35089,2013,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
4239,RU-Tks,(null),Tiksi,Russia,Asia,Active,71.594267,128.887817,2011,European Unaffiliated,(null),(null),Dfd - Snow fully humid extremely continental,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
4240,UK-Png,(null),Penglais_EC1,United Kingdom,Europe,Active,52.422332,-4.068402,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,40
4242,Au-Cow,(null),Cow Bay,Australia,Australia/Oceania,Active,-16.23819,145.427151,2009,OzFlux,(null),(null),Am - Equatorial monsoon,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,18
4243,Au-Rob,(null),Robson Creek,Australia,Australia/Oceania,Active,-17.117441,145.630168,2013,OzFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,18
4244,CA-DL1,(null),Daring Lake - Mixed Tundra,Canada,North America,Active,64.8689,-111.5748,2004,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
4245,CA-DL2,(null),Daring Lake - Fen,Canada,North America,Active,64.8648,-111.5677,2006,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Permanent Wetlands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
4246,CR-SoC,(null),Soltis Center,Costa Rica,South America,Active,10.3827,-84.621,2014,AmeriFlux,(null),(null),Aw - Equatorial savannah with dry winter,(null),Evergreen Broadleaf Forests,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,1
4247,PA-Bar,(null),Barro Colorado Island,Panama,South America,Active,9.154,-79.848,2012,AmeriFlux,(null),(null),Am - Equatorial monsoon,(null),Evergreen Broadleaf Forests,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,1
4248,US-Bes,(null),Barrow-Bes (Biocomplexity Experiment South tower),United States,North America,Active,71.2809,-156.5965,2005,AmeriFlux,(null),(null),ET - Polar tundra,(null),Permanent Wetlands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
4249,US-CRT,(null),Curtice Walter-Berger cropland,United States,North America,Inactive,41.6285,-83.3471,2011,AmeriFlux,(null),(null),Dfa - Snow with fully humid hot summer,(null),Cropland,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4250,US-Cst,(null),Crossett Experimental Forest,United States,North America,Active,33.0442,-91.9204,2012,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Evergreen Needleleaf Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
4251,US-Dea,(null),California UC ANR Desert Research and Extension Center Alfalfa,United States,North America,Active,32.8136,-115.4423,2014,AmeriFlux,(null),(null),BWh - Arid desert hot,(null),Cropland,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4252,US-Deu,(null),California UC ANR Desert Research and Extension Center Urban Farm Tower,United States,North America,Active,32.8056,-115.4456,2014,AmeriFlux,(null),(null),BWh - Arid desert hot,(null),Urban and Built-up,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4253,US-EML,(null),Eight Mile Lake Permafrost,United States,North America,Active,63.8784,-149.2536,2008,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
4254,US-KFB,(null),Konza Prairie LTER (4B),United States,North America,Active,39.0745,-96.5951,2006,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
4255,US-KL1,(null),KBS Lux Arbor Reserve Corn,United States,North America,Active,42.4847,-85.4422,2009,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Cropland,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
4256,US-KL2,(null),KBS Lux Arbor Reserve Switchgrass,United States,North America,Active,42.4767,-85.4467,2009,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Grasslands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,1
4257,US-KL3,(null),KBS Lux Arbor Reserve Prairie,United States,North America,Active,42.4736,-85.4474,2009,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Grasslands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,1
4258,US-KLS,(null),Kansas Land Institute,United States,North America,Active,38.7745,-97.5684,2012,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
4259,US-KM1,(null),KBS Marshall Farms Corn,United States,North America,Active,42.4376,-85.3288,2009,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Cropland,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4260,US-KM2,(null),KBS Marshall Farms Prairie,United States,North America,Active,42.444,-85.3104,2009,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Grasslands,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4261,US-KM3,(null),KBS Marshall Farms Switchgrass,United States,North America,Active,42.444,-85.3098,2009,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Grasslands,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4262,US-KM4,(null),KBS Marshall Farms Smooth Brome Grass (Ref),United States,North America,Active,42.4423,-85.3301,2009,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Grasslands,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4263,US-LGr,(null),Lockney Grassland,United States,North America,Active,34.1377,-101.4787,2013,AmeriFlux,(null),(null),BSk - Arid Steppe cold,(null),Grasslands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,1
4264,US-NC3,(null),NC_Clearcut#3,United States,North America,Active,35.799,-76.656,2013,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Evergreen Needleleaf Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
4265,US-NC4,(null),NC_AlligatorRiver,United States,North America,Inactive,35.7879,-75.9038,2009,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Permanent Wetlands,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
4266,US-NGB,(null),NGEE Barrow,United States,North America,Active,71.28,-156.6092,2012,AmeriFlux,(null),(null),ET - Polar tundra,(null),Snow and Ice,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
4267,US-OWC,(null),Old Woman Creek,United States,North America,Active,41.3795,-82.5125,2015,AmeriFlux,(null),(null),Dfa - Snow with fully humid hot summer,(null),Permanent Wetlands,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,1
4268,US-Prr,(null),Poker Flat Research Range Black Spruce Forest,United States,North America,Active,65.1237,-147.4876,2011,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Evergreen Needleleaf Forests,Woody Savannas,Savannah,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,1
4269,US-Ro4,(null),Rosemount Prairie,United States,North America,Active,44.4041,-93.4201,2014,AmeriFlux,(null),(null),Dfa - Snow with fully humid hot summer,(null),Grasslands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,1
4270,US-SBC,(null),Sweet Briar Land-Atmosphere Research Station,United States,North America,Active,37.5734,-79.0848,2015,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Evergreen Needleleaf Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
4271,US-SRG,(null),Santa Rita Grassland,United States,North America,Active,31.7894,-110.8277,2008,AmeriFlux,(null),(null),BSk - Arid Steppe cold,(null),Grasslands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
4272,US-Sta,(null),Saratoga,United States,North America,Inactive,41.3966,-106.8024,2006,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),Open Shrublands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
4273,US-StJ,(null),St Jones Reserve,United States,North America,Active,39.0882,-75.4372,2015,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Permanent Wetlands,Woody Savannas,Savannah,Evergreen Broadleaf Vegetation,Shrub,1
4274,US-SuM,(null),Maui Sugarcane Middle,United States,North America,Inactive,20.7981,-156.454,2013,AmeriFlux,(null),(null),"Af - Equatorial rainforest, fully humid",(null),Cropland,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4275,US-SuS,(null),Maui Sugarcane Lee/Sheltered,United States,North America,Inactive,20.7847,-156.4039,2011,AmeriFlux,(null),(null),"Af - Equatorial rainforest, fully humid",(null),Cropland,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
4276,US-SuW,(null),Maui Sugarcane Windy,United States,North America,Inactive,20.8246,-156.4913,2011,AmeriFlux,(null),(null),"Af - Equatorial rainforest, fully humid",(null),Cropland,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4277,US-Tw1,(null),Twitchell Wetland West Pond,United States,North America,Active,38.1074,-121.6469,2012,AmeriFlux,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),Permanent Wetlands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,1
4278,US-Tw2,(null),Twitchell Corn,United States,North America,Inactive,38.1047,-121.6433,2012,AmeriFlux,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),Cropland,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,1
4279,US-Tw3,(null),Twitchell Alfalfa,United States,North America,Active,38.1159,-121.6467,2013,AmeriFlux,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),Cropland,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,1
4280,US-Tw4,(null),Twitchell East End Wetland,United States,North America,Active,38.103,-121.6414,2013,AmeriFlux,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),Permanent Wetlands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,1
4281,US-ULM,(null),ULM Flux Tower,United States,North America,Active,32.457,-91.9743,2013,AmeriFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,(null),Deciduous Broadleaf Forests,Woody Savannas,Savannah,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
4282,US-UM3,(null),Douglas Lake,United States,North America,Inactive,45.5686,-84.6707,2013,AmeriFlux,(null),(null),Dfb - Snow fully humid warm summer,(null),(null),Deciduous Needleleaf Forest,Deciduous Needleleaf Forest,Deciduous Needleleaf Vegetation,Deciduous Needleleaf Trees,1
4283,US-Wdn,(null),Walden,United States,North America,Inactive,40.7838,-106.2618,2006,AmeriFlux,(null),(null),Dfc - Snow fully humid cool summer,(null),Open Shrublands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,1
4284,US-WPT,(null),Winous Point North Marsh,United States,North America,Inactive,41.4646,-82.9962,2011,AmeriFlux,(null),(null),Dfa - Snow with fully humid hot summer,(null),Permanent Wetlands,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,1
4285,DK-RCT,(null),Risø Campus Tower,Denmark,Europe,Inactive,55.694101,12.088284,(null),European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),(null),Water,Water,Water,Water,40
4286,ES-FtD,(null),FuenteDuque,Spain,Europe,Inactive,36.99818,-6.434566,(null),European Unaffiliated,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),(null),Woody Savannas,Savannah,Evergreen Broadleaf Vegetation,Shrub,40
4287,ES-MtN,(null),MonteNegro,Spain,Europe,Inactive,36.991805,-6.482628,2012,European Unaffiliated,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),(null),Closed Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,40
4288,IT-Gln,(null),Giugliano,Italy,Europe,Inactive,40.94711666,14.11708888,(null),European Unaffiliated,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),(null),Woody Savannas,Savannah,Annual Grass Vegetation,Grass,40
4289,IT-OVr,(null),Osservatorio Valerio,Italy,Europe,Inactive,43.91111111,12.90416666,2014,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),(null),Urban and Built-Up,Urban,Urban,Urban and built up,40
4290,IT-OXm,(null),Osservatorio Ximeniano,Italy,Europe,Inactive,43.77446388,11.25524166,2005,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,(null),(null),Urban and Built-Up,Urban,Urban,Urban and built up,40
4291,IT-SMc,(null),San Marcellino,Italy,Europe,Inactive,40.84725555,14.25781666,2014,European Unaffiliated,(null),(null),"Csa - Warm temperate with dry, hot summer",(null),(null),Urban and Built-Up,Urban,Urban,Urban and built up,40
4292,PL-Kpt,(null),Kopytkowo,Poland,Europe,Inactive,53.591884,22.892348,(null),European Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,(null),(null),Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4293,RU-KsC,(null),Kaskara Crop,Russia,Asia,Inactive,57.25146,65.96931,2013,European Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,(null),(null),Mixed Forests,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,40
4294,RU-KsG,(null),Kaskara Grass,Russia,Asia,Inactive,57.2528,65.99321,2013,European Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,(null),(null),Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4295,RU-Uts,(null),Uteshevo,Russia,Asia,Inactive,57.154907,65.343002,2012,European Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,(null),(null),Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
4296,CA-LuM,(null),Luther Marsh Wildlife Management Area,Canada,North America,Inactive,43.9201,-80.4052,2014,AmeriFlux,(null),(null),Dfb - Cold/Without_Dry_Season/Warm_Summer,(null),Permanent Wetlands,(null),(null),(null),(null),1
4297,US-ADR,(null),Amargosa Desert Research Site (ADRS),United States,North America,Active,36.7653,-116.6933,2011,AmeriFlux,(null),(null),(null),(null),Barren or Sparse Vegetation,(null),(null),(null),(null),1
4298,US-Bsg,(null),Burns Sagebrush,United States,North America,Active,43.4712,-119.6909,2012,AmeriFlux,(null),(null),BSk - Arid/Steppe/Cold,(null),Open Shrublands,(null),(null),(null),(null),1
4299,US-GBT,(null),GLEES Brooklyn Tower,United States,North America,Inactive,41.3658,-106.2397,1991,AmeriFlux,(null),(null),Dfc - Cold/Without_Dry_Season/Cold_Summer,(null),Evergreen Needleleaf Forests,(null),(null),(null),(null),1
